ref_date_raw,start_year,geo,sex,age_group,indicator,characteristic,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,uom,scalar_factor
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, other",Statistically different from the Canada (excluding territories) rate,-1.0,percent,e,False,v114654751,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none",Number of persons,30700.0,number,,False,v114654752,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, number of persons",25300.0,number,,False,v114654753,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, number of persons",37100.0,number,,False,v114654754,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none",Percent,13.6,percent,,False,v114654755,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","Low 95% confidence interval, percent",11.3,percent,,False,v114654756,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none","High 95% confidence interval, percent",16.2,percent,,False,v114654757,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Females,"Total, 12 years and over","Main source of stress in day-to-day life, none",Statistically different from the Canada (excluding territories) rate,1.0,percent,,False,v114654758,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent",Number of persons,22500.0,number,,False,v114654759,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, number of persons",19500.0,number,,False,v114654760,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, number of persons",25400.0,number,,False,v114654761,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent",Percent,79.3,percent,,False,v114654762,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","Low 95% confidence interval, percent",69.0,percent,,False,v114654763,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent","High 95% confidence interval, percent",86.8,percent,,False,v114654764,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle unexpected and difficult problems, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654765,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent",Number of persons,25500.0,number,,False,v114654766,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, number of persons",23100.0,number,,False,v114654767,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, number of persons",28300.0,number,,False,v114654768,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent",Percent,90.1,percent,,False,v114654769,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","Low 95% confidence interval, percent",80.6,percent,,False,v114654770,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent","High 95% confidence interval, percent",95.2,percent,,False,v114654771,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Ability to handle the day-to-day demands in life, good or excellent",Statistically different from the Canada (excluding territories) rate,0.0,percent,,False,v114654772,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work",Number of persons,,number,f,False,v114654773,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, number of persons",,number,f,False,v114654774,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, number of persons",,number,f,False,v114654775,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work",Percent,,percent,f,False,v114654776,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","Low 95% confidence interval, percent",,percent,f,False,v114654777,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work","High 95% confidence interval, percent",,percent,f,False,v114654778,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, work",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114654779,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns",Number of persons,,number,f,False,v114654780,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, number of persons",,number,f,False,v114654781,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, number of persons",,number,f,False,v114654782,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns",Percent,,percent,f,False,v114654783,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","Low 95% confidence interval, percent",,percent,f,False,v114654784,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns","High 95% confidence interval, percent",,percent,f,False,v114654785,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, financial concerns",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114654786,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family",Number of persons,,number,f,False,v114654787,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, number of persons",,number,f,False,v114654788,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, number of persons",,number,f,False,v114654789,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family",Percent,,percent,f,False,v114654790,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family","Low 95% confidence interval, percent",,percent,f,False,v114654791,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family","High 95% confidence interval, percent",,percent,f,False,v114654792,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, family",Statistically different from the Canada (excluding territories) rate,,percent,f,False,v114654793,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Number of persons,16700.0,number,,False,v114654794,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, number of persons",13600.0,number,,False,v114654795,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, number of persons",20300.0,number,,False,v114654796,2019,2016A000210,Number,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)",Percent,61.9,percent,,False,v114654797,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","Low 95% confidence interval, percent",50.4,percent,,False,v114654798,2019,2016A000210,Percent,units
2019,2019,Newfoundland and Labrador,Both sexes,12 to 17 years,"Main source of stress in day-to-day life, school work (12 to 34 years old)","High 95% confidence interval, percent",72.2,percent,,False,v114654799,2019,2016A000210,Percent,units
